,Num_Prob,Y,,THRESHOLD,,,CONFUSION MATRIX,,
266,0.632506545,0,,,,,,,
267,0.626110975,0,,,,,,,
268,0.56638281,0,,,,,,,
269,0.631368589,1,,,,,,,
270,0.634212199,1,,,,,,,
271,0.62222601,0,,,,,,,
272,0.642856685,0,,,,,,,
273,0.636537733,0,,,,,,,
274,0.518299869,0,,,,,,,
275,7.21E-05,0,,,,,,,
276,0.632506545,0,,,,,,,
277,0.16943315,1,,,,,,,
278,0.239491802,0,,,,,,,
279,0.643231023,1,,,,,,,
280,0.002438996,1,,,,,,,
281,0.464736509,0,,,,,,,
282,0.642856685,1,,,,,,,
283,0.608339852,0,,,,,,,
284,0.598988888,0,,,,,,,
285,2.55E-05,0,,,,,,,
286,0.643231023,1,,,,,,,
287,0.636537733,1,,,,,,,
288,0.308224728,1,,,,,,,
289,0.573103457,1,,,,,,,
290,0.310718334,0,,,,,,,
291,0.643231023,0,,,,,,,
292,0.642856685,1,,,,,,,
293,0.631368589,1,,,,,,,
294,0.636914954,0,,,,,,,
295,0.56638281,1,,,,,,,
296,0.601788489,1,,,,,,,
297,0.16943315,1,,,,,,,
298,0.634212199,0,,,,,,,
299,0.464736509,0,,,,,,,
300,0.393819053,1,,,,,,,
301,0.642856685,0,,,,,,,
302,0.525140941,0,,,,,,,
303,0.066528277,1,,,,,,,
304,7.21E-05,0,,,,,,,
305,0.393819053,1,,,,,,,
306,0.16943315,1,,,,,,,
307,0.393819053,0,,,,,,,
308,0.632506545,0,,,,,,,
309,0.165609844,1,,,,,,,
310,0.51538598,1,,,,,,,
311,0.643231023,1,,,,,,,
312,0.636537733,0,,,,,,,
313,7.21E-05,1,,,,,,,
314,0.636537733,0,,,,,,,
315,0.608339852,1,,,,,,,
316,0.636914954,1,,,,,,,
317,0.634212199,1,,,,,,,
318,0.634212199,0,,,,,,,
319,0.642856685,0,,,,,,,
320,0.316620443,0,,,,,,,
321,2.55E-05,0,,,,,,,
322,0.631368589,1,,,,,,,
323,0.525140941,1,,,,,,,
324,0.232445626,1,,,,,,,
325,0.239491802,1,,,,,,,
326,0.573103457,0,,,,,,,
327,0.642856685,1,,,,,,,
328,0.56638281,1,,,,,,,
329,0.011190015,0,,,,,,,
330,0.642856685,1,,,,,,,
331,0.573103457,0,,,,,,,
332,0.642856685,1,,,,,,,
333,0.643231023,0,,,,,,,
334,0.636537733,0,,,,,,,
335,0.626110975,0,,,,,,,
336,2.62E-05,1,,,,,,,
337,0.631368589,1,,,,,,,
338,0.068997075,1,,,,,,,
339,0.634212199,0,,,,,,,
340,0.642856685,0,,,,,,,
341,0.636914954,0,,,,,,,
342,0.643231023,1,,,,,,,
343,0.631368589,0,,,,,,,
344,0.239491802,0,,,,,,,
345,0.011190015,1,,,,,,,
346,0.643231023,1,,,,,,,
347,0.636914954,0,,,,,,,
348,0.634212199,1,,,,,,,
349,0.643231023,1,,,,,,,
350,0.601788489,0,,,,,,,
351,0.387293447,0,,,,,,,
352,0.525140941,0,,,,,,,
353,0.631368589,1,,,,,,,
354,0.631368589,1,,,,,,,
355,0.642856685,0,,,,,,,
356,0.573103457,0,,,,,,,
357,0.165609844,0,,,,,,,
358,0.525140941,0,,,,,,,
359,0.642856685,1,,,,,,,
360,0.642856685,0,,,,,,,
361,0.011190015,0,,,,,,,
362,0.573103457,1,,,,,,,
363,0.642856685,1,,,,,,,
364,0.573103457,1,,,,,,,
365,0.608339852,0,,,,,,,
366,0.010890687,0,,,,,,,
367,0.608339852,0,,,,,,,
368,0.109163908,0,,,,,,,
369,0.316620443,0,,,,,,,
370,0.608339852,0,,,,,,,
371,0.643231023,0,,,,,,,
372,0.642856685,0,,,,,,,
373,0.642856685,1,,,,,,,
374,0.631368589,1,,,,,,,
375,0.636914954,0,,,,,,,
376,0.632506545,0,,,,,,,
377,0.464736509,1,,,,,,,
378,0.001119991,0,,,,,,,
379,0.643231023,0,,,,,,,
380,0.51538598,1,,,,,,,
381,0.563514834,1,,,,,,,
382,0.634212199,1,,,,,,,
383,0.239491802,1,,,,,,,
384,0.525140941,1,,,,,,,
385,0.038866492,0,,,,,,,
386,0.643231023,1,,,,,,,
387,0.643231023,1,,,,,,,
388,0.010765705,0,,,,,,,
389,0.608339852,0,,,,,,,
390,0.636537733,0,,,,,,,
391,0.642856685,0,,,,,,,
392,0.631368589,0,,,,,,,
393,0.601788489,0,,,,,,,
394,0.108034312,1,,,,,,,
395,0.642856685,1,,,,,,,
396,0.642856685,0,,,,,,,
397,0.642856685,0,,,,,,,
398,0.642856685,0,,,,,,,
399,0.573103457,0,,,,,,,
400,0.573103457,1,,,,,,,
401,0.005464353,0,,,,,,,
402,0.56638281,0,,,,,,,
403,0.464736509,1,,,,,,,
404,0.387293447,0,,,,,,,
405,0.000458329,1,,,,,,,
406,0.636914954,0,,,,,,,
407,0.643231023,0,,,,,,,
408,0.464736509,0,,,,,,,
409,0.005317361,1,,,,,,,
410,0.643231023,1,,,,,,,
411,0.636914954,0,,,,,,,
412,0.631368589,1,,,,,,,
413,0.632506545,1,,,,,,,
414,0.002535966,0,,,,,,,
415,0.642856685,0,,,,,,,
416,0.525140941,0,,,,,,,
417,0.038866492,0,,,,,,,
418,0.464736509,1,,,,,,,
419,0.631368589,1,,,,,,,
420,0.624964957,0,,,,,,,
421,0.608339852,1,,,,,,,
422,0.642856685,0,,,,,,,
423,0.518299869,1,,,,,,,
424,0.632506545,1,,,,,,,
425,0.643231023,0,,,,,,,
426,0.636537733,1,,,,,,,
427,0.111858788,1,,,,,,,
428,0.642856685,1,,,,,,,
429,0.010890687,1,,,,,,,
430,0.005464353,0,,,,,,,
431,0.601788489,0,,,,,,,
432,0.626110975,1,,,,,,,
433,0.643231023,1,,,,,,,
434,0.643231023,0,,,,,,,
435,0.626110975,0,,,,,,,
436,0.642856685,1,,,,,,,
437,0.643231023,0,,,,,,,
438,0.636914954,0,,,,,,,
439,0.109163908,0,,,,,,,
440,0.308224728,0,,,,,,,
441,0.005317361,1,,,,,,,
442,0.039903706,1,,,,,,,
